ID	gram	ungram	label	source
8665	Наконец, когда решение было принято, совещание закончилось.	Наконец, если решение было принято, совещание закончилось.	союз_подч	torfl_C1
8666	На уроках студенты говорят только по-английски.	На уроках студенты говорят только английский язык.	чр	torfl_B1
8667	Наташа сказала, что её дети хорошо плывут.	Наташа сказала, что её дети хорошо плавают.	лекс_глаг	torfl_B1
8668	Девять процентов участников исследования потратили бы средства на свое дело или купили бы акции.	Девять процентов участников исследования потратят бы средства на свое дело или купили бы акции.	COND_3	RuConst
8669	Результаты показали, что тексты от программы-копирайтера всегда воспринимались значительно более логичными, чем тексты от генератора случайных рассказов.	Результаты показали, что тексты от программы-копирайтера всегда воспринимались значительно более логичными тексты от генератора случайных рассказов.	COMPAR_6	RuConst
8670	Таня – моя подруга. Вчера я была у неё в гостях.	Таня – моя подруга. Вчера я была к ней в гостях.	лекс_предл	torfl_A1
8671	В реферируемой статье изображён анализ экономической ситуации в России конца 70 –х годов ХХ века. 	В реферируемой статье дан анализ экономической ситуации в России конца 70 –х годов ХХ века. 	лекс_глаг	torfl_C1
8672	Завтра я сдаю экзамен. Я хочу получить хорошую оценку.	Завтра я давать экзамен. Я хочу получить хорошую оценку.	фин	torfl_A1
8673	Сегодня мой друг ушёл до своего дома за полчаса.	Сегодня мой друг дошёл до своего дома за полчаса.	лекс_глаг	torfl_B1
8674	Компания занимает треть российского рынка грузовиков.	Компания занимает российского рынка грузовиков треть.	WO_QUANT	RuConst
8675	Губернатор Арканзаса распорядился министерству закрыть школы.	Губернатор Арканзаса распорядился закрыть школы.	CONTROL_3	RuConst
8676	Мысль о том, что теряю сына, просто выбила из колеи!	Мысль о том, что теряя сына, просто выбила из колеи!	NonF_conv	НКРЯ
8677	Студенты начинают заниматься десятое сентября.	Студенты начинают заниматься десятого сентября.	лекс_предл	torfl_A1
8678	Марина хотела стать актрисой, но родители настояли, чтобы она поступала на филологический факультет.	Марина хотела стать актрисой, но родители настояли, чтобы она поступит на филологический факультет.	вид	torfl_С1
8679	Только за счет государственной поддержки могут выжить культурные программы на телевидении.	Только за счет государственной поддержки выжив культурные программы на телевидении.	NonF_conv	НКРЯ
8680	Он подозревается в нарушении иммиграционного и таможенного законодательства.	Какого законодательства он подозревается в нарушении иммиграционного и?	CoordCon	RuConst
8681	Когда я смотрю этот фильм, я вспомнил свою школу.	Когда я смотрю этот фильм, я вспоминаю свою школу.	время	torfl_B1
8682	На другом берегу его уже ждали полицейские.	На другом береге его уже ждали полицейские.	GOV_LOC_1	RuConst
8683	Неизвестно, почему сегодня самолёт не полетит в Сочи: ли погода сегодня нелётная, ли в аэропорту какие-то технические проблемы.	Неизвестно, почему сегодня самолёт не полетит в Сочи: не то погода сегодня нелётная, не то в аэропорту какие-то технические проблемы.	союз_соч	torfl_С1
8684	Сестра сказала, что в следующий раз она поедет во Францию.	Сестра сказала, что в следующий раз она приедет во Францию.	лекс_глаг	torfl_A2
8685	Отец всегда сделал свои проблемы сам.	Отец всегда решает свои проблемы сам.	вид	torfl_B2
8686	Лицо Валентины при мягком взгляде карих глаз навсегда останется в моей памяти.	Лицо Валентины с мягким взглядом карих глаз навсегда останется в моей памяти.	лекс_предл	torfl_C2
8687	Катя и Надя в магазине. Катя покупает красивое платье. Уже она покупает модную юбку. Надя тоже покупает новую одежду.	Катя и Надя в магазине. Катя покупает красивое платье. Ещё она покупает модную юбку. Надя тоже покупает новую одежду.	союз_соч	torfl_A2
8688	Ты поедешь на работу к машине?	Ты поедешь на работу на машине?	лекс_предл	torfl_A1
8689	Кто он также добавил, что способствовал свержению Януковича?	Он также добавил, что российские власти способствовали свержению Януковича.	compl_isl	RuConst
8690	Сначала Игорь показался мне скучным человеком, и очень скоро я поняла, что это не так. 	Сначала Игорь показался мне скучным человеком, но очень скоро я поняла, что это не так. 	союз_соч	torfl_B2
8691	Желаем отличными впечатлениями от поездки!	Желаем ярких впечатлений от поездки!	упр_глаг	torfl_B2
8692	А вот на вопрос, кто же признанный гений русской литературы последних двух столетий, каждый ответит одинаково: Пушкин.	А вот на вопрос, который же признанный гений русской литературы последних двух столетий, каждый ответит одинаково: Пушкин.	союз_подч	torfl_C2
8693	Что можно сказать о человеке, у которого нет мечты?	Что можно сказать о человеке, при котором нет мечты?	лекс_предл	torfl_B2
8694	Джон недавно начал учит русский язык.	Джон недавно начал учить русский язык.	фин	torfl_A1
8695	И никель не помог Тем не менее девятью месяцами ранее на футбольном рынке уже была зафиксирована сделка, подобная той, что сорвалась в случае с «Торпедо».	И никель не помог Тем не менее девятью месяц ранее на футбольном рынке уже была зафиксирована сделка, подобная той, что сорвалась в случае с «Торпедо».	INDIR_NUMERALS_1	НКРЯ
8696	Путешествие продолжалось пять дней.	Путешествие продолжалось за пять дней.	упр_глаг	torfl_A1
8697	Кто наверняка он слышал, сколько получал в России или Спалетти?	Наверняка он слышал, сколько получал Капелло в России или Спалетти.	wh_isl	RuConst
8698	Татьяна добрая, отзывчивая девушка, потому что её все любят.	Татьяна добрая, отзывчивая девушка, поэтому её все любят.	союз_подч	torfl_B1
8699	Как только я приду домой, я сразу же начала готовить ужин.	Как только я пришла домой, я сразу же начала готовить ужин.	время	torfl_B1
8700	Когда я встретился с ним, я увидел, как он изменился.	Когда я встретился он, я увидел, как он изменился.	упр_глаг	torfl_A2
8701	Мне больше всего нравится классическая литература, но иногда я читаю и разные книги.	Мне больше всего нравится классическая литература, но иногда я читаю и другие книги.	лекс_прил	torfl_B1
8702	Сегодня я свободен, пойдём в парк!	Сегодня я свободен, перейдём в парк!	лекс_глаг	torfl_B1
8703	Подумайте, потому что молоко и хлеб находятся в магазине, в который вы обычно ходите.	Подумайте, где молоко и хлеб находятся в магазине, в который вы обычно ходите.	союз_подч	torfl_С1
8704	Из нового магазина на углу не продают мясо.	В новом магазине на углу не продают мясо.	упр_глаг	torfl_A1
8705	– Саша, мы собираемся на стадион, ходим с нами?	– Саша, мы собираемся на стадион, пойдём с нами?	вид	torfl_B1
8706	Ее взрослый приятель успел получить тюремный срок по аналогичной статье УК.	Ее взрослый приятель получив тюремный срок по аналогичной статье УК.	NonF_conv	НКРЯ
8707	Чтобы не опаздываю на работу, нужно выйти из дома в 7 утра.	Чтобы не опоздать на работу, нужно выйти из дома в 7 утра.	фин	torfl_B1
8708	Внимание! Если время закончилось, Вы уже не можете дописать работу.	Внимание! Если время закончилось, Вы уже не можете прописать работу.	лекс_глаг	torfl_С1
8709	В детстве я часто ходил в зоопарк.	В детстве я часто шёл в зоопарк.	лекс_глаг	torfl_B1
8710	Мы проработали в лаборатории 3 часа, но не завершили эксперимент.	Мы обработали в лаборатории 3 часа, но не завершили эксперимент.	лекс_глаг	torfl_B2
8711	Элизабет хорошо говорит по-русски, поэтому начала изучать казахский язык.	Элизабет хорошо говорит по-русски, поэтому начала выучить казахский язык.	вид	torfl_A2
8712	Мой друг хорошо может по-английски, по-немецки и по-русски. 	Мой друг хорошо понимает по-английски, по-немецки и по-русски. 	лекс_глаг	torfl_B1
8713	Прибалты, например, любят делать их из дубовых веток.	Прибалты, например, делая их из дубовых веток.	NonF_conv	НКРЯ
8714	Модель RDF является более богатой и включает элементы для описания не только метаданных, но и данных.	Модель RDF является более богатой и включает элементы для описания метаданных, но и данных.	DOUBLE_CONJ	НКРЯ
8715	А жаль, что вы сами себя в это время не видели.	А жаль, что вы лицо самих себя в это время не видели.	LOC_REFL	НКРЯ
8716	За этот роман в 1958 году писатель должен был получить Нобелевскую премию, но продолжать работать на родине он уже не мог.	За этот роман в 1958 году писатель должен был получить Нобелевскую премиям, но продолжать работать на родине он уже не мог.	согл_атр	torfl_A1
8717	Студент попросил освободить его по занятиям в связи с поездкой на конференцию.	Студент попросил освободить его от занятий в связи с поездкой на конференцию.	упр_глаг	torfl_С1
8718	Снайпс очень шустро и умело двигая конечностями, поэтому вера в крутизну Блэйда растет от одной схватки к другой.	Снайпс очень шустро и умело двигает конечностями, поэтому вера в крутизну Блэйда растет от одной схватки к другой.	NonF_conv	НКРЯ
8719	Завтра я получить экзамен. Я хочу получить хорошую оценку.	Завтра я сдаю экзамен. Я хочу получить хорошую оценку.	лекс_глаг	torfl_A1
8720	Мы готовились к контрольной работе, потому что не позвонили тебе вчера.	Мы готовились к контрольной работе, поэтому не позвонили тебе вчера.	союз_подч	torfl_B1
8721	Я плохо запомню, что говорят по радио.	Я плохо понимаю, что говорят по радио.	лекс_глаг	torfl_B1
8722	Он пытался получить доступ к секретным документам НАТО.	Он пытался его сотрудники получить доступ к секретным документам НАТО.	NonF	RuConst
8723	Скажи мне, пожалуйста, адрес эту девушку.	Скажи мне, пожалуйста, адрес этой девушки.	упр_сущ	torfl_A1
8724	Скажи, под чем ты любишь пироги?	Скажи, с чем ты любишь пироги?	лекс_предл	torfl_B1
8725	Сыр, купленный Мариной, был очень вкусным.	Сыр, купившая Мариной, был очень вкусным.	залог	torfl_B1
8726	Работы было много, но мы были уверены для своих сил.	Работы было много, но мы были уверены в своих силах.	упр_глаг	torfl_C1
8727	Даже если ты согласишься с нашими замечаниями, ты всё равно не успеешь исправить все ошибки.	Даже если ты согласишься с нашими замечаниями, ты всё-таки не успел бы исправить все ошибки.	мод	torfl_C1
8728	Стоило ему начать говорить, как все замолкали и внимательно прислушивались.	Стоило ему начать говорить, прежде чем все замолкали и внимательно прислушивались.	союз_подч	torfl_C1
8729	На вечере Тамара долго стояла перед большим зеркалом.	На вечере Тамара долго стояла перед большого зеркала.	упр_предл	torfl_B1
8730	Веччером позвонили друзья, с которыми мы вместе отдыхали.	Веччером позвонили друзья, которым мы вместе отдыхали.	лекс_предл	torfl_B1
8731	Я хочу купить большой сумку.	Я хочу купить большую сумку.	согл_атр	torfl_A1
8732	Перед входом в лекторий висело объявление, чтобы завтра лекция была в 14:00 .	Перед входом в лекторий висело объявление, что завтра лекция будет в 14.00.	союз_подч	torfl_B2
8733	Ты слышал, чтобы завтра в России праздник?	Ты слышал, что завтра в России праздник?	союз_подч	torfl_B1
8734	Действительно, многие любят в это время уехать отдыхать туда, где теплее, но у меня и без этого так много разъездов, что хочется просто побыть дома.	Действительно, многие любят в это время уезжать отдыхать туда, где теплее, но у меня и без этого так много разъездов, что хочется просто побыть дома.	вид	torfl_A1
8735	Отмечается, что все предполагаемые жертвы — мужчинами.	Отмечается, что все предполагаемые жертвы — мужчины.	pred_case	RuConst
8736	Студенты внимательно видели на доску и слушали преподавателя.	Студенты внимательно смотрели на доску и слушали преподавателя.	лекс_глаг	torfl_A1
8737	Вчера мы шли в гости к нашему преподавателю.	Вчера мы ходили в гости к нашему преподавателю.	лекс_глаг	torfl_A1
8738	Друг друг обвинил пилотов в произошедшем.	Пилоты обвинили друг друга в произошедшем.	anaphor	RuConst
8739	Для этого администрация города довела конкурс на лучший проект по эффективному использованию этих объектов на благо горожан.	Для этого администрация города провела конкурс на лучший проект по эффективному использованию этих объектов на благо горожан.	лекс_глаг	torfl_С1
8740	В этой книге собраны воспоминания человека, всю жизнь посвящаемого воспитанию детей.	В этой книге собраны воспоминания человека, всю жизнь посвятившего воспитанию детей.	залог	torfl_B2
8741	Жилые здания не могут наделены быть охранным статусом.	Жилые здания не могут быть наделены охранным статусом.	aux_v	RuConst
8742	Вы реально почти доводите до нервного срыва актеров.	Они реально почти доводите до нервного срыва актеров.	agree	RuConst
8744	Василий не отдавал никому отчета — куда и зачем он ходит до поздней ночи.	Василий не отдавал никого отчета — куда и зачем он ходит до поздней ночи.	GEN_NEG_INDIR	НКРЯ
8745	По возвращении в Петербург писатель активно участвует в издании журналов «Время», «Эпоха», владелец которых был его брат.	По возвращении в Петербург писатель активно участвует в издании журналов «Время», «Эпоха», владельцем которых был его брат.	коп	torfl_B2
8746	Мы ещё не решили, куда поехать летом, в Италию но Турцию.	Мы ещё не решили, куда поехать летом, в Италию или Турцию.	союз_соч	torfl_B1
8747	Я понял! Надо купить ему два билета на концерт, чтобы он мог пойти туда со своей девушкой.	Я понял! Надо купить ему два билета на концерт, чтобы он мог пойти туда к своей девушке.	лекс_предл	torfl_A2
8748	Наконец, что решение было принято, совещание закончилось.	Наконец, когда решение было принято, совещание закончилось.	союз_подч	torfl_C1
8749	Правительство, утвердившее президентом, приступило к работе.	Правительство, утверждённое президентом, приступило к работе.	залог	torfl_B2
8750	Многие его работы считались новое слово в науке того времени.	Многие его работы считались новым словом в науке того времени.	упр_глаг	torfl_B2
8751	Я не могу идти. У меня очень болит нога.	Я не могу идти. У меня очень болит ногу.	упр_глаг	torfl_B1
8752	В нашем городе построившая новая станция метро.	В нашем городе построена новая станция метро.	форм_прил	torfl_B1
8753	После прочтения вы будете соображать быстрее, ваш ум станет острее, и вы поймёте, что читать полезно и выгодно.	После прочтения вы сообразить быстрее, ваш ум станет острее, и вы поймёте, что читать полезно и выгодно.	вид	torfl_B2
8754	Шахты в горах иногда очень глубоко.	Шахты в горах иногда очень глубокие.	согл_пред_ч	torfl_B2
8755	После смерти родителей детям досталось небольшое следствие.	После смерти родителей детям досталось небольшое наследство.	лекс_сущ	torfl_C1
8756	Экономическая ситуация сейчас выглядит в целом обнадеживающее.	Экономическая ситуация сейчас выглядит в целом обнадеживающей.	dep_adj	RuConst
8757	После того, как Анна вернулась с моря, она выглядит помолодевшей и посвежевшей.	После того, как Анна вернулась с моря, она выглядит помолодевшая и посвежевшая.	упр_глаг	torfl_C1
8758	Дети пришли из парка очень весёлые.	Дети пришли с парка очень весёлые.	лекс_предл	torfl_B1
8759	Ты перейдёшь завтра в цирк? У меня есть два билета.	Ты пойдёшь завтра в цирк? У меня есть два билета.	лекс_глаг	torfl_B1
8760	Вот ваши заказ. Что-нибудь ещё?	Вот ваш заказ. Что-нибудь ещё?	согл_атр	torfl_A1
8761	Учитель серьёзно поговорил с учеником, не выполняемым вчера контрольные задания.	Учитель серьёзно поговорил с учеником, не выполнившим вчера контрольные задания.	вид	torfl_B2
8762	«Что станет с рынком жилья через несколько месяцев?»	«Что станет с рынком жилья после нескольких месяцев?»	лекс_предл	torfl_С1
8763	В семье Ангелины было три детей.	В семье Ангелины было трое детей.	числ	torfl_B1
8764	После того как развиваются наука и техника, меняются представления людей о мироздании.	По мере того как развиваются наука и техника, меняются представления людей о мироздании.	союз_подч	torfl_C1
8765	Мы пойдём в музей следующий месяц.	Мы пойдём в музей в следующем месяце.	лекс_предл	torfl_B1
8766	Лиса: Хотя мой факультет с 5-ю пар в день 6 дней в неделю сильно выматывал…	Лиса: Хотя мой факультет с 5-ю парами в день 6 дней в неделю сильно выматывал…	INDIR_NUMERALS_3	НКРЯ
8767	В школу пришел новый молодой учитель математики.	В школу пришел новый маленький учитель математики.	лекс_прил	torfl_A1
8768	У меня есть собака. Её зовут Альма.	У меня есть собака. Она зовут Альма.	упр_глаг	torfl_A1
8769	Получив образование дома, Лермонтов в пансионе становится ученику сразу четвёртого класса.	Получив образование дома, Лермонтов в пансионе становится учеником сразу четвёртого класса.	упр_глаг	torfl_B2
8770	Никогда не знаешь, куда она смотрит: она всегда идёт в темных очках.	Никогда не знаешь, куда она смотрит: она всегда ходит в темных очках.	лекс_глаг	torfl_B2
8771	Дети, не переплывайте далеко! Это опасно!	Дети, не заплывайте далеко! Это опасно!	лекс_глаг	torfl_B1
8772	От невысказанных претензий воздух в доме наэлектризован, неискренние улыбки никого не могут обмануть.	От невысказанных претензий воздух в доме наэлектризован, неискренние улыбки никого могут обмануть.	npi	НКРЯ
8773	Когда женщина подошла к дому, на нее напал неизвестный.	Когда женщина подошла к дому, на ее напал неизвестный.	PRON_VAR_1	RuConst
8774	Сегодня холодно. Но вчера было ещё холоднее.	Сегодня холодно. Но вчера было ещё холодное.	чр	torfl_A1
8775	Мои дети учатся во Франции. Они изучают французский язык.	Мои дети учатся во Франции. Они учатся французский язык.	лекс_глаг	torfl_A1
8776	Учитель привёз за собой учеников. Они направляются в музей.	Учитель ведёт за собой учеников. Они направляются в музей.	лекс_глаг	torfl_B1
8777	В Пушкине было очень много туристов, которые поехали туда из разных стран.	В Пушкине было очень много туристов, которые приехали туда из разных стран.	лекс_глаг	torfl_A1
8778	Авторы заявляют, что опросили часть пользователей банка во «ВКонтакте», чтобы понять, что им нравится, и выяснили, что большинство клиентов хорошо отзывается о дебетовых картах, которые «у каждого банка сейчас такие».	Авторы заявляют, что опросили часть пользователей банка во «ВКонтакте», чтобы понять, что им нравится, и выяснили, что большинство хорошо клиентов отзывается о дебетовых картах, которые «у каждого банка сейчас такие».	Non-proj	RuConst
8779	Что применение такой установки позволит исключить влияние климата и значительно расширить?	Применение такой установки позволит исключить влияние климата и значительно расширить сроки лыжного сезона.	CoordCon	RuConst
8780	Владимир Александрович пожил долгую жизнь. Он помнит многие события начала века.	Владимир Александрович прожил долгую жизнь. Он помнит многие события начала века.	лекс_глаг	torfl_B2
8781	Внук часто приезжает в гости о любимой бабушке.	Внук часто приезжает в гости к любимой бабушке.	лекс_предл	torfl_B1
8782	Пока дети спали, родители украсили ёлку.	До того как дети спали, родители украсили ёлку.	союз_подч	torfl_C2
8783	А если с утра на работу в семь вставать, то поспать тоже не помешает…	А если с утра на работу в около семь вставать, то поспать тоже не помешает…	OKOLO	НКРЯ
8784	Но я всегда помню этой важной датой.	Но я всегда помню эту важную дату.	упр_глаг	torfl_A2
8785	На каникулах мы хотим побывать в Москве.	На каникулах мы хотим побывать Москва.	упр_глаг	torfl_A1
8786	Организаторы подарили им талисман российского павильона — мишку-валяшку.	Организаторы подарили им талисман российского павильона — мишку-неваляшку.	NE_ONLY	RuConst
8787	Научно-исследовательское судно предназначено для изучения глубины у моря.	Научно-исследовательское судно предназначено для изучения морских глубин.	упр_сущ	torfl_C2
8788	Говорите громче, я вас плохо слышу.	Говорите громче, я вас плохо услышу.	вид	torfl_B1
8789	Второй на соревнованиях стала олимпийская чемпионка Сочи Юлия Липницкая.	Серебрянный призер на соревнованиях стала олимпийская чемпионка Сочи Юлия Липницкая.	np_dep	RuConst
8790	А ночью точно так же, как и все остальные, моет туалеты, чтобы оплатить поездку в Россию.	А ночью точно так же, как и все остальные, моет туалеты, чтобы ее родители оплатить поездку в Россию.	NonF_inf	НКРЯ
8791	Оказывается, что после приобретения полезных продуктов, покупатели не чувствуют себя виноватыми, когда берут неполезные.	Оказывается, что после приобретения полезных продуктов, покупатели не чувствуют себя виноватыми, как берут неполезные.	союз_подч	torfl_С1
8792	Мне трудно выучить это стихотворение.	Мне трудно учиться это стихотворение.	лекс_глаг	torfl_A1
8793	Давай ходим из дома пораньше. Тогда мы не опоздаем на занятие!	Давай выйдем из дома пораньше. Тогда мы не опоздаем на занятие!	вид	torfl_A2
8794	У тебя красивые глаза! 	У тебя есть красивые глаза! 	коп	torfl_A1
8795	Сколько преподавателя было на конференции?	Сколько преподавателей было на конференции?	числ	torfl_A1
8796	Тем, кто нарушит предписание, будет грозить строгое наказание.	Тем, кто нарушит предписание, грозить будет строгое наказание.	aux_v	RuConst
8797	Лифт быстро спускается на последний этаж.	Лифт быстро спускается с последнего этажа.	лекс_предл	torfl_B1
8798	Я до сих пор не знаю, как правильно перевести эту фразу на английский язык.	Я до сих пор не знаю, чтобы правильно перевести эту фразу на английский язык.	союз_подч	torfl_B2
8799	Путешествие продолжалось пяти дней.	Путешествие продолжалось пять дней.	упр_глаг	torfl_A1
8800	Вы видите не величие, а убогость.	Видите не величие, а убогость.	pro-drop	RuConst
8801	Данные продукты являются базовыми, теми, которые берет большинство людей, потому что они размещены в глубине магазина, чтобы люди в поисках этих продуктов проходили больше рядов и покупали больше, чем планировали.	Данные продукты являются базовыми, теми, которые берет большинство людей, поэтому они размещены в глубине магазина, чтобы люди в поисках этих продуктов проходили больше рядов и покупали больше, чем планировали.	союз_подч	torfl_С1
8802	Примеру генменеджера также последовали некоторые болельщики новосибирцев.	Генменеджера примеру также последовали некоторые болельщики новосибирцев.	WO_POSS_1	RuConst
8803	Он живет с нами, окончил школу, работает и учится на курсах иностранных языков.	Он живет с нами, окончил школу, работает и учится на курсах иностранных языков и.	COORD_VP_DOUBLE	НКРЯ
8804	Власть, как те наркоманы, которые сидят на дозе.	Власть, как те наркоманы, сидят на дозе которые.	wh_rel	RuConst
8805	Улучшилась обстановка позволила отменить режим чрезвычайной ситуации.	Улучшившаяся обстановка позволила отменить режим чрезвычайной ситуации.	чр	torfl_B2
8806	Многие считают русский язык трудным языком.	Многие считают русский язык в трудном языке.	упр_глаг	torfl_B1
8807	Я должен всем привезти сувениры из Германии.	Я должен всем перевезти сувениры из Германии.	лекс_глаг	torfl_B1
8808	Антон сказал, что никогда не был на море.	Антон сказал, поэтому никогда не был на море.	союз_подч	torfl_A1
8809	Однажды мы ходим в театр, но очень редко.	Иногда мы ходим в театр, но очень редко.	лекс_нар	torfl_B1
8810	На вечере Тамара долго стояла перед большим зеркалом.	На вечере Тамара долго стояла перед большому зеркалу.	упр_предл	torfl_B1
8811	Я думаю, что Марине идёт красная шляпа . 	Я думаю, что Марине идёт к красной шляпе. 	упр_глаг	torfl_B1
8812	Он не только убрался в квартире, и приготовил ужин.	Он не только убрался в квартире, но и приготовил ужин.	союз_соч	torfl_A2
8813	Наконец официант носите нам заказ, и мы начали есть.	Наконец официант принёс нам заказ, и мы начали есть.	лекс_глаг	torfl_A2
8814	По издания информации, назначение должно состояться на этой неделе.	По информации издания, назначение должно состояться на этой неделе.	n_gen	RuConst
8815	Информация-то была, но ее пока что не хватало для каких-либо действий.	Информация-то была, но ее пока что хватало для каких-либо действий.	npi	НКРЯ
8816	Чем Бостром также выразил мнение, что разработка искусственного суперинтеллекта не является?	Бостром также выразил мнение, что разработка искусственного суперинтеллекта не является однозначной угрозой для людей.	np_isl	RuConst
8817	Убедитесь, что спальня хорошо проветривается и в ней поддерживается приятная температура.	Убедитесь, что спальня хорошо проветривается и в ней сдерживается приятная температура.	лекс_глаг	torfl_C1
8818	В прошлом году Антон ездил в Москву и был туда 5 дней.	В прошлом году Антон ездил в Москву и был там 5 дней.	лекс_нар	torfl_B1
8819	Когда Михаил приедет на работу?	Когда Михаил приехала на работу?	согл_пред_р	torfl_A1
8820	У меня столько смыслов, как можно хорошо провести каникулы.	У меня столько идей, как можно хорошо провести каникулы.	лекс_сущ	torfl_B1
8821	Для участия в конгрессе сошлись ученые из разных стран и университетов.	Для участия в конгрессе съехались ученые из разных стран и университетов.	лекс_глаг	torfl_C1
8822	Преподаватель не был уверен способностях Егора.	Преподаватель не был уверен в способностях Егора.	упр_прил	torfl_B2
8823	Недавно я взял письмо от друга.	Недавно я получил письмо от друга.	лекс_глаг	torfl_A1
8824	У зубного врача не было в кабинете.	Зубного врача не было в кабинете.	коп	torfl_A1
8825	Даже если билеты на ближайший поезд ещё есть в продаже, я не успею их купить.	Даже если билеты на ближайший поезд ещё есть в продаже, я успею их купить.	отриц	torfl_С1
8826	Ему очень понравился новый фильм Фёдора Бондарчука.	Ему очень понравился новому фильму Фёдора Бондарчука.	упр_глаг	torfl_B1
8827	Тем не менее, тем, кому посчастливится захватить HTTP-трафик веб-браузера, именно этот метод сможет предоставить много интересной информации о хосте.	Тем не менее, кому посчастливится захватить HTTP-трафик веб-браузера, именно этот метод сможет предоставить много интересной информации о хосте.	FREE_REL	НКРЯ
8828	Лицензия на что змею доставили владельцу, у которого была?	Змею доставили владельцу, у которого была лицензия на ее содержание.	rel_isl	RuConst
8829	Автобус ведёт людей на работу.	Автобус везёт людей на работу.	лекс_глаг	torfl_B1
8830	Никогда не приносите свои книги в читальный зал.	Никогда не принесите свои книги в читальный зал.	вид	torfl_B1
8831	Юра поехал в театр на новой машине.	Юра поехал в театр в новую машину.	лекс_предл	torfl_B1
8832	Вчера в «Буквоеде» мы встретились с известным писателем.	Вчера в «Буквоеде» мы встретились известного писателя.	упр_глаг	torfl_B1
8833	Не надо стесняться своего произношения.	Не надо стесняться своё произношение.	упр_глаг	torfl_C1
8834	Выяснилось, что температура пара электролита превышает ~ 1300 K.	Выяснилось, что температура пара электролита превышая ~ 1300 K.	NonF_conv	НКРЯ
